"sample","batch01_C05","batch01_S07","batch01_C10","batch01_S01","batch01_C03","batch01_S05","batch01_C07","batch01_S06","batch01_C08","batch01_C06","batch01_S02","batch01_S09","batch01_S04","batch01_C04","batch01_S10","batch01_C09","batch02_C05","batch02_S03","batch02_S07","batch02_C01","batch02_C10","batch02_S01","batch02_C03","batch02_S05","batch02_C07","batch02_S06","batch02_C08","batch02_C06","batch02_S02","batch02_S09","batch02_C02","batch02_S04","batch02_S08","batch02_C04","batch02_S10","batch02_C09","batch03_C05","batch03_S03","batch03_S07","batch03_C01","batch03_C10","batch03_S01","batch03_C03","batch03_S05","batch03_C07","batch03_S06","batch03_C08","batch03_C06","batch03_S02","batch03_S09","batch03_C02","batch03_S04","batch03_S08","batch03_C04","batch03_S10","batch03_C09","batch04_C05","batch04_S03","batch04_S07","batch04_C01","batch04_S01","batch04_S05","batch04_C07","batch04_S06","batch04_C08","batch04_C06","batch04_S02","batch04_S09","batch04_C02","batch04_S08","batch04_C04","batch04_S10","batch05_S03","batch05_S07","batch05_C01","batch05_C10","batch05_S01","batch05_C03","batch05_C07","batch05_C06","batch05_C02","batch05_S04","batch05_S08","batch05_C04","batch06_S03","batch06_C10","batch06_S01","batch06_C03","batch06_S05","batch06_C07","batch06_S06","batch06_C08","batch06_C06","batch06_S02","batch06_C02","batch06_S04","batch06_S08","batch06_C04","batch06_C09","batch07_C05","batch07_S03","batch07_S07","batch07_C01","batch07_C10","batch07_C03","batch07_S05","batch07_C07","batch07_S06","batch07_C08","batch07_S02","batch07_S09","batch07_C02","batch07_S04","batch07_S08","batch07_S10","batch07_C09","batch08_C05","batch08_S03","batch08_S07","batch08_C01","batch08_C10","batch08_S01","batch08_C03","batch08_S05","batch08_C07","batch08_S06","batch08_C08","batch08_S02","batch08_S09","batch08_S04","batch08_S08","batch08_C04","batch08_S10","batch08_C09"
"428.03716"," 899.8706"," 870.5500","1079.9927"," 838.6407","1188.7927","1013.3235","1348.3071"," 788.2353","1083.1277","1236.0680","1006.9554"," 736.4294"," 968.2387","1072.2973"," 806.4539","1041.6897"," 972.4580","1047.1659","1203.3033","1195.3480","1142.7315"," 831.2359"," 973.4343"," 733.9021","1292.3465"," 488.6284","1038.8832","1325.7130"," 949.0989","1220.7715","1277.9810"," 976.0860","1003.1587","1077.8812"," 976.3892"," 909.8852"," 982.4923"," 980.6244","1017.8833","1260.8655","1351.7976"," 956.7424","1453.2021"," 859.5958","1329.0718"," 944.4191","1512.6805","1379.4515","1192.1711"," 895.8845","1645.0214","1103.0761"," 809.4705","1371.0951"," 800.2796"," 965.4077"," 746.1987","1005.8680"," 879.8517","1157.2621"," 770.7979"," 883.7808","1803.5519"," 362.7979","1130.8517","1343.7028","1107.3537"," 928.8873","1259.2900"," 737.8083"," 713.3743"," 836.4925"," 924.7948"," 985.5251"," 951.8720"," 901.8264"," 573.9805"," 437.9835","1892.9627","1056.2845","1165.9359"," 953.8156","1072.6365"," 750.5018"," 962.2052"," 817.6535"," 891.2798","1018.9493"," 976.1924","1135.2443"," 782.0970"," 985.1855"," 587.5586"," 550.6595"," 632.8388"," 974.2534"," 132.0761"," 752.6241"," 731.6030","1574.1115"," 981.5743","1035.8282","1064.5877","1211.7832","1266.4875"," 677.4243"," 765.0064"," 716.7585"," 650.5159"," 684.0303"," 703.2853","1301.0067"," 864.0769"," 752.8898"," 585.3794"," 873.0565"," 587.8346"," 795.0214","1061.1460","1107.1944"," 899.7567"," 817.3639","1035.2037"," 706.4869","1023.7066"," 645.6671","1006.6460"," 889.8763","1031.3649"," 921.9139"," 786.5707"," 880.3828"," 702.0051"," 909.7359"
"207.01423"," 828.0349","1191.4642","1858.5271"," 720.1263"," 983.0062"," 809.9393","1144.4844"," 606.7274"," 928.0657"," 670.1378","1128.8279"," 710.9221","1212.7307","1325.7814"," 841.8004"," 841.3779"," 824.7582"," 721.4036"," 831.8209","1386.2149","1578.8624"," 798.3806"," 953.4988"," 692.3162","1121.9734"," 556.8291"," 775.7228"," 669.4964","1031.1532"," 539.1338"," 621.9704","1243.9261"," 727.4878","1375.8565"," 834.3712"," 871.1766"," 835.1425"," 913.4987","1100.2211","1676.7136","1616.3245"," 750.8007","1030.7938"," 674.7749","1066.6301"," 778.6842","1014.8385"," 695.4144","1016.6603"," 529.7701"," 655.1453","1093.5223"," 831.9753","1439.2333"," 731.5272"," 787.2071"," 874.3809"," 766.8900","1043.1706","1394.7628"," 782.7713"," 656.9854","1081.0303"," 546.1900"," 763.1247"," 696.2831"," 989.3360"," 697.3538"," 804.4177"," 865.7986","1573.2110"," 745.5169"," 895.9831","1035.2429","1778.8917","1934.7289"," 831.8985","1143.9634","1104.7495"," 702.4940"," 872.5281","1207.3613"," 843.9588","1284.9146"," 908.7646","1997.3418"," 714.1300","1131.9668"," 795.6863","1228.4135"," 728.2106","1122.9181"," 937.0931","1366.1381"," 917.4107","1219.1937"," 980.7631","1406.6402","1085.6623"," 746.6587"," 825.8318","1037.1431","1272.5124","1456.0647","1159.7494"," 773.3727","1342.3345"," 684.3071"," 967.4629"," 963.5244"," 612.6982"," 769.7976","1168.7681"," 687.5199"," 757.2355"," 778.3265"," 816.4436"," 711.5901","1010.2823","1706.8698","1370.2926"," 741.7548","1073.7901"," 744.8717","1105.9198"," 671.1979"," 940.7557"," 990.9714"," 596.7458","1071.1052"," 733.9551","1580.1513"," 727.4440"," 961.8271"
"210.06077","1450.3327"," 802.0450","1042.9307"," 974.4292","1146.3388","1558.8494","1504.9724"," 664.3507","1601.6076","1466.2490","1523.4074","1247.3104"," 995.1207","1120.6540","1003.6505","1116.4136","2228.3627","1492.6460","1236.7343"," 859.2211"," 848.1268","1035.3350"," 698.5363","1200.9583","1128.9425","1224.5422"," 997.4888","1494.9515","1126.4388","1378.8550","1242.9257"," 877.8412","1094.5040"," 662.3278","1223.9405","1397.2849","2267.4731","1659.9619","1567.9826"," 615.3471","1142.0991"," 927.1042"," 914.2771","1077.6119","1047.4174"," 622.5550","1481.9805","1031.5476"," 933.5460","1005.9394","1309.5746"," 841.6607","1138.5305"," 432.0475"," 966.1727"," 632.3006","1981.4078","1050.5214","1035.4244"," 549.8070","1032.3760"," 634.0863","1112.2821"," 907.6643","1388.8434","1128.6735","1209.7217","1224.0891"," 695.0959","1025.5016"," 631.8341","1193.5157"," 861.8374"," 757.9453"," 600.6723"," 637.8212"," 947.2372"," 909.7048"," 842.1027","1074.7474"," 640.0249","1416.1767"," 981.7353"," 403.5358"," 857.2760","1100.4645"," 742.3603","1037.7400"," 666.9709"," 922.4064","1053.6405","1054.5081"," 742.5831","1311.3477"," 605.0932","1102.8360"," 621.8808","1143.3612","1054.6344","2382.4518"," 855.4010","1023.3418"," 913.8342"," 904.3243"," 772.0344","1347.4711"," 714.2182"," 924.0634","1059.4638","1076.9418"," 941.5474","1032.4133"," 983.6059"," 950.3747","1026.1721","1346.4034","1890.8581","1430.8830"," 856.9916","1011.9821","1016.0323","1088.4977","1194.1581","1541.8870"," 896.8627","1060.1880"," 668.9955"," 988.1661"," 874.4694"," 858.8782"," 633.5233"," 965.9651"," 986.2429","1207.0261"
"397.06669"," 534.5632"," 963.3825"," 875.0283","1155.2504","1010.7124","1024.6221"," 398.8002","1441.0366","1176.4988"," 669.1900"," 915.1169","1886.0957","1096.8637","1090.5195","1021.7250"," 399.4261"," 450.3482","1375.1253","1200.2878"," 746.9809"," 781.7703"," 990.4476"," 645.6883"," 672.8398"," 199.3460"," 856.9993"," 768.1562"," 618.0453"," 730.2448","1553.9785"," 724.6877"," 992.3274","1599.3611","1278.3764","1368.4054"," 815.8536"," 458.9751","1150.2238","1177.8048"," 601.3621"," 827.3471"," 931.2129"," 880.0527","1015.4943"," 734.8872","1533.1642","1249.5775"," 784.9894","1078.4694","1584.9726","1266.1360","1153.6930","1261.7610"," 846.6201","1144.5641"," 614.5590"," 483.8799"," 936.7911","1322.4756"," 764.8899"," 423.4947"," 785.8715"," 419.8012"," 856.0926","1635.8842"," 641.8030","1122.2643","1319.6227"," 879.2594","1207.4116","1032.3196"," 821.3388","1005.5544","1539.0224"," 724.3035","1160.2363","1156.1956"," 804.4698"," 694.2855"," 407.6065","1007.3082","1694.2411","1023.5529","1245.7830","2238.3924","1065.3996"," 842.4566"," 655.3948"," 964.2172","1007.4003","1583.0575"," 821.8934"," 786.5442"," 966.1314","1482.1371","1125.5984","1008.7000"," 870.6927"," 734.5910"," 559.7329"," 819.8748","1181.9672"," 573.0831","2353.5252","1094.8837","1117.4263"," 377.8259","1335.1341","1547.1034","1192.0321","2215.1932"," 951.2515"," 925.9069"," 928.4362","1685.6250"," 529.4408"," 523.7114","1705.9628","1417.1309"," 839.5062"," 417.3031","1048.0171","1047.9648","1168.2775"," 302.2045","1135.0631"," 855.5013"," 721.1024","1368.2282"," 964.3660","1242.1453"," 926.5542","1170.6647"," 471.8437"
"315.03262","1445.8492","1536.5083","1124.0674","1312.2339"," 327.9946","1574.3305"," 418.5904"," 870.0227"," 886.4941"," 789.8941","1095.1177","1098.9722","1063.7831"," 308.8686","1560.3414"," 749.3174","1035.5946","1433.2868","1077.3993"," 963.9067"," 780.5886","1312.1899"," 294.2793","1476.2701"," 313.5068","1150.9739"," 806.3529"," 790.7483","1129.5091"," 748.9505"," 365.5148","1146.6057","1406.0841"," 322.0983","1306.1857"," 818.4622","1152.3978","1296.7872","1322.7632","1048.2486"," 894.9789","1264.9800"," 448.9216","1525.9719"," 552.7944","1298.0005"," 725.9607"," 819.6574","1076.0507","1235.3329"," 645.9709"," 954.8986","1274.4496"," 350.3451"," 759.2048"," 667.8239","1248.3436","1271.0743","1283.2539"," 899.1910","1468.4640","1328.2256"," 706.1688","1278.9572","1237.5896","1062.5802","1444.6163","1181.4154"," 724.4689","1371.4111"," 474.9456","1246.4742","1138.8087","1690.9905"," 276.7880"," 924.3165","1345.6963"," 490.2771"," 682.1948"," 939.8344"," 513.4443","1029.8869","1332.5724"," 288.9940","1341.2579"," 801.8241","1615.5965"," 493.0372","1843.3550"," 504.8703","1299.6204","1044.5499"," 769.2137"," 933.8829"," 557.7707"," 915.8561"," 987.8386"," 420.4424"," 837.4144","1640.8465","1546.1337","1162.3595"," 168.0127"," 748.0110"," 392.9121","1270.0151"," 476.3955"," 965.3649"," 603.0256","1279.6587","1276.8349"," 596.1890","1080.5237","1342.3500","1338.5091"," 785.5247","1171.0407","1432.3275","1269.4415"," 248.4479"," 944.4462","1336.2855"," 397.4458","1433.6308"," 528.6252"," 811.9215"," 783.5860","1317.0742","1044.1667"," 922.3492","1378.9391"," 332.8330"," 993.1957"," 862.6376"
"174.08419","1373.3756"," 741.8716"," 616.5662","1407.1526","1010.0724"," 908.3829"," 896.9061","1103.6353"," 763.5564"," 928.4543"," 831.4442"," 960.5802"," 996.4000"," 728.1741"," 942.4482"," 718.4198","1388.1021"," 941.9106"," 975.0716","1055.9068"," 502.8647","1233.4442","1015.8646"," 951.9536","1005.4878","1205.1357"," 761.6110","1053.1558"," 760.8296","1315.3764"," 973.2590","1124.8513"," 833.0087"," 732.9877"," 860.4499","1026.4410","1320.2465"," 940.3564","1034.0091","1031.3280"," 652.6438","1373.6841","1065.9392"," 894.2327"," 936.9212","1153.1596"," 944.8228"," 995.1603"," 933.1532"," 990.9845"," 837.1126"," 954.9579"," 687.1955"," 871.5632"," 880.6678"," 751.7686","1352.7427"," 995.2614"," 816.6682","1111.3935","1407.9543","1051.4176"," 934.1658","1093.8525"," 758.8847"," 873.8507"," 846.6493"," 978.7514"," 849.7070"," 860.5928"," 951.5143","1224.2900","1140.2035","1025.8686","1062.2494"," 630.1823","1480.4220"," 950.4011","1143.1004","1079.1958"," 754.6744","1074.7599"," 844.6040"," 751.9394","1028.6395"," 657.9835","1636.3548","1308.6411","1236.6867","1130.3600","1302.0852"," 808.7621","1052.2710"," 909.2381"," 740.5732","1170.3479"," 876.2986"," 734.1129"," 763.2960","1617.4445","1274.1523"," 875.4177","1225.5556"," 729.2639","1071.3250"," 866.2665"," 918.4208","1244.6169"," 705.7382"," 844.1552","1030.9621"," 847.6085"," 973.9320"," 745.7500","1047.9666"," 808.7905","1260.8018","1084.5823"," 891.1433","1094.8497"," 606.4620","1498.9162","1046.0136"," 812.7748"," 860.6601","1117.0816"," 783.9549"," 860.7260","1130.2681","1077.5157"," 740.0998"," 785.3531","1092.9969"," 924.0436"
"438.14243"," 441.1445","1141.0093"," 872.0337"," 762.2530"," 842.0459"," 877.5534"," 407.0113"," 557.3380"," 298.3571"," 480.0314"," 824.1582"," 813.9523","1128.6449"," 990.4829"," 831.4449"," 465.2635"," 409.4600"," 959.0247","1148.7370"," 773.3213"," 708.5945"," 773.8978"," 798.5216"," 793.5117"," 756.5098"," 686.6582"," 502.8837"," 566.0578"," 983.9430"," 960.7585"," 528.8553","1075.9588"," 785.8340"," 856.4125"," 809.2448"," 460.0724"," 381.9921"," 860.8535"," 990.6794"," 676.6607"," 856.4006"," 790.8410"," 848.3279"," 756.3488"," 482.0709"," 596.1515"," 567.0986"," 605.3239"," 897.4940"," 802.9173"," 585.5031"," 987.5939"," 787.2550"," 906.4609"," 663.4420"," 515.2585"," 427.6306"," 916.3513","1045.0155"," 622.4799"," 826.0352"," 773.4002"," 347.1895"," 683.4245"," 530.4354"," 417.2155"," 884.6179"," 922.3595"," 622.4922"," 847.8089"," 959.7674"," 851.3829"," 988.6256","1370.9129"," 875.6342"," 994.2797","1097.9726","1135.1050"," 992.8667"," 506.7167"," 590.4502","1385.7450","1014.9475","1087.1549","1103.8149","1135.1025"," 801.9826","1030.9006","1044.0233"," 745.5561"," 972.4171"," 636.3230"," 529.7934","1075.6527"," 621.8166","1508.5515","1212.3485","1116.1393"," 325.8725"," 439.8830","1147.6257","1314.3692"," 910.6760","1022.3326","1012.1543"," 901.0708"," 613.4263"," 671.8220"," 556.8176"," 974.1043"," 927.0842"," 619.7364","1184.8934"," 994.4817"," 887.4486"," 519.4317"," 469.7467"," 896.2885","1282.7438","1108.8859"," 910.2349"," 832.5797"," 914.0078"," 854.5940"," 719.9838"," 646.7845"," 658.1483"," 930.7473","1063.6198","1348.2863"," 991.3767","1048.1480"," 976.7807"," 581.7777"
"161.0295","1103.7950"," 930.9824","1242.6073"," 828.0056","1007.9669","1416.8712","1507.7330"," 857.4337","1415.2018","1273.4575"," 942.3385"," 731.9519"," 827.7829"," 598.4040"," 888.1782","1471.9601","1023.9123"," 964.1419"," 483.5143"," 782.2744","1054.8709"," 883.7088","1057.2361"," 828.1522"," 830.9341"," 714.1552"," 968.6919","1123.9408"," 828.0564"," 442.8732"," 900.9315"," 912.1695"," 856.0032"," 739.8665","1110.7194","1535.3332","1312.0491","1118.1764"," 837.9405"," 955.9474","1218.1176","1031.1202","1060.1106","1061.5011","1515.1594","1084.0617","1207.3915","1426.7104"," 928.1096"," 722.9854","1126.0356"," 736.2536"," 928.5510"," 984.4244"," 950.3067","1532.4246","1315.9472"," 773.0177"," 870.1525"," 916.5416"," 862.9498"," 676.3530","1427.8628"," 689.4902","1284.8846","1316.4624"," 797.9340"," 681.7051"," 987.4455"," 801.1564"," 877.6281"," 728.3334","1214.1883","1021.1674","1087.9728","1255.9729"," 753.8238","1347.1860","2030.9516","1451.2917"," 908.4782"," 934.4965"," 998.6167"," 810.9680","1058.0968"," 813.0742","1155.9977","1428.6507","1161.4783","1245.3170"," 985.6688","1381.1601"," 971.5691"," 677.1295","1005.9198"," 721.6380"," 362.8041","1326.9092","1822.7486","1602.3798"," 980.1469"," 877.4481"," 805.4039","1206.9695","1124.1072"," 996.9660","1287.5593"," 762.0396","1173.5616"," 899.9783"," 543.3859"," 939.5695"," 801.4224"," 786.9978"," 808.4776","1452.6532","1378.0479"," 935.7103"," 840.5522"," 926.4408"," 907.6514"," 928.9511","1059.3835"," 902.5562","1372.7040"," 828.9725","1050.8259"," 881.3534"," 670.3752"," 671.4714"," 862.7955"," 957.3800"," 891.8953","1781.8984"
"173.98804","1269.6828","1619.2073"," 874.7867","1883.1497","1981.0890","2192.1041","1504.9392","1736.9777","1482.4469","1681.1048","2265.5434","1487.2547","1667.5008","1981.6903","2022.7558","1220.5656"," 893.9166","1755.2665","1002.1609"," 983.7767"," 502.8990","1573.4153","1915.6387","1509.5563","1195.8334","1248.6906","1223.7239","1769.8901","1792.0278","1061.9797","1862.1899","1638.8609"," 921.0357","1583.0088","1920.4606","1270.7382"," 952.0379","1807.8994","1444.5053","1390.6917"," 813.6202","1803.4705","1726.8149","1474.2639","1330.4398","1731.2529","1176.7422","1884.1681","1428.6984","1101.3315","1642.1553","1135.4791"," 507.8547","1374.2646","1333.8792"," 861.1025"," 937.2620","1411.0260","1464.1154","1213.6211","1607.5348","1152.2270","1507.2554","1234.4530"," 958.5232","1455.6224","1407.9565","1311.1573","1659.7009"," 759.1927","1634.2213","1292.9136","1588.8510","1406.9158","1343.1093"," 789.7822","1581.6124","1831.5234","1746.7093","1811.6726","1416.3743","1725.4260"," 855.9043","1606.5935","1665.3028","1439.0965","1337.9551","1833.7820","1716.5210","1357.3344","1486.5398","1127.6702","1524.0532","1214.4095","1832.7112","1426.0425"," 555.3855","1594.6061","1018.8926","1313.6853","2023.0959","1352.3307","1366.3900","1045.9335","1733.6742","1651.3146","1426.2874","1413.7525"," 812.6778","1455.3454","1000.6706","2348.5041","1567.4080","1040.3043","1404.4033","1043.5502"," 720.4625","1441.7198","1263.1671","1467.0520","1251.8222","1790.6040","1958.2580","1674.8446","1340.9430","1448.6824"," 917.1629","1789.2850","1163.6326","1376.3018","1004.4122","1625.9155","1629.1280"," 871.8577"
"133.07219","2244.3514","1108.2859"," 892.8506","1539.1493","1034.1464","1535.6482","1471.3299","1838.4871","1191.0226"," 902.9585","1994.3283","1602.0032","2077.8108","1954.9909","2174.6780","1746.9479","2112.3870","1877.9453","2006.5238","1438.7964","1608.3932","1701.0348","1197.9879","1775.1030","1160.6736","1152.3253","1689.8920"," 951.8756","1758.1118","1525.7609","1322.4472","1096.2518","1463.1704","1252.9241","1266.8164","1297.6714","1554.4174","1249.4804","1448.4184"," 628.0703","1216.0513","1136.1142","1181.6253","1222.5057"," 835.6353","1067.8729","1085.4708","1050.3576"," 986.9682","1840.2782","1532.1069","1180.1301","1612.1785","1665.9192","1332.9781","1253.2991","1430.2698","1319.7750"," 821.4240","1254.6895","1009.7446","1335.9946","1099.4959"," 956.3038","1021.2816"," 885.6972","1297.3924"," 620.1626","1100.4153","1225.6061","1026.6019","1259.0652","1030.5041","1024.8705"," 890.4800"," 718.0735","1253.8212","1072.5555"," 727.6343","1041.7455"," 840.5962"," 617.3260"," 817.9377","1169.5065"," 659.0704"," 900.3660","1369.8513"," 775.5733","1214.6662"," 955.5127"," 788.4107"," 826.7297"," 871.2307","1038.8105"," 722.7977","1446.6216"," 915.6222"," 839.3113","1310.2976"," 782.7698","1058.0857"," 888.5089"," 672.5416"," 927.1586","1012.0138"," 718.3380"," 917.7019"," 819.3763"," 972.8232","1076.2706"," 618.5811"," 907.5297"," 708.5291"," 700.1916","1109.4107"," 690.1389"," 707.6881"," 800.3750"," 731.8316"," 875.2039","1001.5541","1082.8690"," 993.9579"," 912.3311"," 838.9462"," 856.9728"," 922.5321","1036.5557"," 662.3978","1082.4544"," 998.5797"," 699.7964","1056.3033"," 944.1857"
"407.14259","2384.7466"," 915.3674","1626.6324"," 525.0166"," 655.9117","1279.4387"," 911.8713"," 670.3280","1110.6517","1436.9942"," 897.1979"," 570.9928"," 791.8022"," 742.8287"," 779.2141","1554.8562","2294.2771"," 572.4448","1071.1401"," 308.4623","1728.7875"," 965.2399"," 640.8925","1225.5497","1263.2972"," 835.4039","1081.2929","1581.4872"," 750.8979"," 577.2527"," 564.6577"," 848.5051"," 920.1572"," 419.4479"," 878.9728","1396.3341","2251.7804"," 791.3259"," 837.3289"," 790.9715","1882.6432"," 907.2360"," 548.1370"," 952.0130"," 947.3717"," 442.1600","1233.9026","1684.5435","1103.5292"," 907.8441"," 896.6920"," 854.3391"," 881.3394"," 306.7396","1044.4344","1695.6745","2246.6080"," 844.8490"," 980.4457"," 817.3143"," 834.7450","1151.2690","1093.9269"," 613.5956","1424.1455","1577.7104","1048.8794"," 558.8535"," 705.4007"," 930.3952"," 481.0434","1058.2282"," 915.2671","1193.7412"," 991.1373","1844.4643"," 527.1206"," 840.1167","1503.8533","1589.3973"," 933.2296"," 780.4852","1225.2185"," 418.1565"," 668.1766","1185.0087","1309.6006"," 921.5832","1466.9664","1187.0634"," 480.9248","1252.7166"," 810.7322"," 634.9619"," 636.6754","1060.3412"," 886.2165"," 513.5485","1582.7020","3742.7131"," 826.0961"," 970.3886"," 932.9447","1866.8063"," 388.4877"," 845.4427"," 788.8888"," 537.8831"," 748.2553"," 978.9944"," 648.3646"," 966.9222"," 765.9600","1056.1596"," 686.0951","1679.3263","1862.7400"," 768.0557"," 939.2086"," 893.6075","2074.7727","1037.9373"," 562.2242"," 823.1195"," 962.5677"," 706.9836"," 899.0903"," 607.9510"," 558.4513"," 905.6467","1084.0014"," 535.1538"," 710.8431","1504.5513"
"451.97517"," 176.5516","1244.5936"," 449.4108","1258.5875"," 954.7404"," 982.7094"," 542.4168"," 951.1495"," 678.9404"," 597.6834"," 940.0323","1181.1565"," 934.6835"," 417.3333","1062.3520"," 617.6124"," 215.3592"," 980.1058","1153.3568","1119.9053"," 461.2535","1181.4060"," 854.4516"," 986.0103"," 497.0343","1058.3388"," 543.8260"," 548.1121"," 975.3702","1251.3943"," 660.2634","1176.1786"," 787.2903"," 538.1427","1154.4720"," 555.6764"," 132.5184"," 875.1697","1383.5432","1180.0052"," 488.3665","1209.7662"," 926.4937"," 957.6074"," 383.8609","1372.3438"," 609.5169"," 461.5981"," 923.2458"," 925.7253"," 524.7393","1029.6680"," 959.4857"," 504.9936","1036.7089"," 567.6740"," 242.2369"," 809.2958"," 963.7983","1231.3119","1562.9621"," 988.0073"," 537.0588","1175.6793"," 485.9725"," 524.8152"," 956.5415","1559.9216"," 710.2528","1040.9616"," 572.4647","1177.2404"," 891.8613","1159.0821","1152.6603"," 422.7681","1170.7290"," 945.6464"," 519.5911"," 544.3129"," 590.6721","1049.1768"," 860.3807"," 238.2726","1086.9384"," 561.7644"," 923.9597"," 824.1491","1028.0860"," 527.6613","1261.1578"," 664.5553"," 590.5670","1037.6217"," 754.8475","1117.3134","1062.6867"," 343.6454"," 721.1912"," 118.3998","1103.6865","1075.1510","1042.9868"," 264.6058"," 934.1518","1036.8705"," 650.3597","1148.6591"," 648.4791","1020.9251","1019.5346"," 707.8806","1099.1212"," 910.6905","1041.5204"," 633.2215"," 848.0781"," 916.9307","1138.6478","1271.7717"," 352.8973","1038.9708","1091.2917"," 893.5432"," 522.6860","1114.2776"," 837.9478","1055.3733","1133.3338","1054.8138"," 852.0451"," 430.0419","1036.0460"," 597.1350"
"167.02071"," 776.0492","1459.4535","2010.1928","1137.3820","1019.7902","1210.1322","1172.9409"," 898.5280"," 922.5609"," 860.1864","1218.1511"," 811.7485","1308.0768","1222.5449","1073.8349"," 829.8908"," 869.1056"," 918.6039","1166.9356","1227.0308","1757.8628","1155.9869","1070.2960","1144.0237","1286.6516"," 896.0017"," 868.9555"," 834.6678","1220.5247"," 660.4123"," 610.3631","1190.7374"," 978.4366","1218.9608","1063.2758"," 804.8547"," 764.0473","1061.7814","1411.8688","1312.4439","1871.6333","1067.4627","1067.2803","1044.8874","1211.0055","1033.7124","1005.4890"," 905.0591","1172.8636"," 716.6337"," 628.3257","1270.9609","1106.3781","1345.7318","1029.9421"," 827.9931"," 806.4666"," 791.4144","1321.4803","1083.2244","1178.3924","1021.2748","1199.9644"," 875.8278"," 815.5828"," 894.7902","1065.9061"," 805.7730"," 719.4534","1100.2057","1337.7478"," 984.2459","1036.0376","1399.4966","1340.0486","1884.0083","1281.8091","1143.2594","1196.7186"," 884.7602"," 731.3037","1229.8014","1034.7213","1134.5795","1078.8105","2140.9492","1011.0527","1054.0976","1196.0585","1210.5175"," 950.0946","1034.9498"," 997.0843","1347.7528"," 783.3031","1143.7134","1186.8790","1031.5137"," 894.1669"," 781.6117","1195.0903","1491.9505","1469.2620","1764.1883","1185.7551","1196.6103","1366.5437","1094.6574"," 919.1139","1166.6319"," 730.7647"," 802.0572","1321.7262"," 921.6854","1150.5875"," 841.3995"," 767.1827"," 836.6164","1370.7215","1798.6533","1662.6702","1233.7400","1071.7747","1080.7919","1132.1434"," 986.4114"," 885.2206","1168.9158"," 870.2506","1286.9552"," 957.7326","1341.4979","1116.9233"," 989.2759"
"500.2254","1508.8930","1112.6980"," 589.6278","1128.6309"," 560.7360","1226.7481"," 616.5829","1095.2377","1322.9524"," 989.9380","1007.4660","1456.7269"," 721.5360"," 774.6748","1099.9601","1626.0156","1777.2714"," 982.5444","1105.2372"," 934.5726"," 639.4068","1040.3183"," 719.2308"," 910.1374","1105.0887","1137.5307","1443.8419"," 652.9709"," 989.3829","1182.3977"," 846.7349"," 735.0319"," 886.8332"," 703.1625"," 959.4890","1210.5227","1435.8111","1256.2027"," 732.1880"," 883.7068"," 575.7771","1375.2550","1081.4851","1517.4593"," 896.6277","1088.9827"," 962.2528"," 855.5427"," 776.6509","1805.4892","1513.4082"," 451.2490"," 507.4010"," 838.9761"," 715.2633"," 901.8263","1455.9768"," 624.9777","1211.4059"," 805.8041"," 533.2489","1096.7621","1476.3730","1101.0846","1199.7598"," 615.3883"," 989.4338","1260.0261"," 805.9400"," 346.2607"," 513.5013"," 991.4590","1150.4958","1489.2465"," 835.9622","1308.4357"," 730.2488","1391.5766","1752.3797"," 644.5646","1382.1022","1086.4009","1048.4211"," 839.6833"," 668.4362"," 450.1756"," 768.9984"," 824.6734","1090.2864"," 627.8369"," 959.3886"," 822.8429"," 539.8174"," 849.5644"," 566.7643"," 566.7541"," 947.7382"," 982.6241","1303.6915","2323.7047","1567.7743","1660.3616","1340.9119","1158.4278","1377.6664","1230.6005","1309.6091","1551.4778","1030.7422","1199.9507","1464.4611"," 891.0654"," 942.1027"," 512.6957"," 920.7280","1145.9621","1968.2851"," 975.6254"," 775.4527"," 736.8988"," 517.7000"," 842.3872"," 838.4925","1350.0374","1239.1460"," 826.1934"," 671.1866"," 522.2311","1410.5931"," 595.5715"," 668.7283"," 615.3826","1435.2337"," 517.2153"
